"","replicate","stat"
"1",1,-0.0261787560093119
"2",2,-0.653843991605914
"3",3,-0.953449623802737
"4",4,-0.65181510234434
"5",5,0.108080804659952
"6",6,-0.342941954471737
"7",7,-0.9113630283242
"8",8,-0.188095674697944
"9",9,-0.629409441213173
"10",10,0.543580130670907
"11",11,-0.169190966881533
"12",12,-0.330441718874336
"13",13,0.826755544349144
"14",14,1.03714097428181
"15",15,0.419851096327999
"16",16,0.222801867995795
"17",17,-0.55078581652187
"18",18,-0.479715285804641
"19",19,0.363079312396117
"20",20,-0.624161116511697
"21",21,0.470853623946272
"22",22,-0.531159852013328
"23",23,-1.2325265367741
"24",24,-0.0941773120034135
"25",25,0.426101040013965
"26",26,0.348878109937278
"27",27,-0.226746822890199
"28",28,-0.0571439485793483
"29",29,0.818566615389074
"30",30,0.558979343794373
"31",31,0.240175378768694
"32",32,0.201959941078368
"33",33,-0.101404081344146
"34",34,0.0169425617457399
"35",35,-0.65979802166056
"36",36,0.407697554586452
"37",37,0.0169082348438323
"38",38,-0.645244154491728
"39",39,0.403972360178702
"40",40,-0.240713873950721
"41",41,-0.562362714206085
"42",42,0.646544429172696
"43",43,0.37877160962449
"44",44,0.652079829370006
"45",45,-0.194241122420632
"46",46,-0.0567978567177043
"47",47,-0.105599906049658
"48",48,-0.0686248489930712
"49",49,0.00522625246601649
"50",50,0.177963599167018
"51",51,0.52889187125874
"52",52,0.490765034492785
"53",53,-0.421613843460786
"54",54,-0.589903099332016
"55",55,0.880295107452806
"56",56,0.167343387596251
"57",57,0.839664391225959
"58",58,-0.23478085076551
"59",59,0.372764836174422
"60",60,0.284280311971777
"61",61,0.286185498575964
"62",62,-1.17509104514367
"63",63,0.159126174671673
"64",64,-0.0171667484735956
"65",65,-0.0558241527897074
"66",66,0.331467869129558
"67",67,-0.406095175649217
"68",68,0.292768948252959
"69",69,-0.028577682152207
"70",70,-0.645575071263213
"71",71,0.330747363838572
"72",72,0.673625745989821
"73",73,-0.380444156789483
"74",74,-0.167185349952707
"75",75,-0.201700058408644
"76",76,0.426478051654858
"77",77,-0.368436603542417
"78",78,0.267946380712491
"79",79,-0.420987077298083
"80",80,0.196472647879304
"81",81,0.26355365548476
"82",82,0.0608423056212644
"83",83,-0.643037788577548
"84",84,0.632589425484856
"85",85,-0.316845659874847
"86",86,0.123633061576886
"87",87,0.701718234360118
"88",88,-0.838755272223288
"89",89,0.100576785004417
"90",90,-0.0150963128938066
"91",91,-0.546794739829451
"92",92,-0.211658574403291
"93",93,-0.733007639320071
"94",94,-0.933937606769188
"95",95,0.017519135281983
"96",96,-0.106539932546841
"97",97,0.0535358232727354
"98",98,0.852396015185207
"99",99,0.364485072408801
"100",100,-0.369697470581801
"101",101,0.822392638869612
"102",102,-0.73252646469744
"103",103,-0.780582888732763
"104",104,0.115165801696445
"105",105,-0.386535581865768
"106",106,0.510839706231149
"107",107,0.562443675851664
"108",108,-0.283222844499139
"109",109,0.770099021564427
"110",110,-1.08154408573123
"111",111,-1.01452083065376
"112",112,-0.684284788160252
"113",113,-0.896952798377217
"114",114,0.11679736976026
"115",115,0.580895503427755
"116",116,-0.115916132476979
"117",117,-0.573655114584536
"118",118,0.177437333031524
"119",119,0.195697312800839
"120",120,-0.297581953490809
"121",121,0.627278970393146
"122",122,0.649280245219298
"123",123,-0.189866976182447
"124",124,-0.0629107498451482
"125",125,0.87462497221949
"126",126,-0.472550935957099
"127",127,-0.48936322485584
"128",128,0.591354703874334
"129",129,0.257589871380663
"130",130,-0.457947844142442
"131",131,1.0561171795835
"132",132,-0.540856390657268
"133",133,0.160244286572411
"134",134,0.0102477047365461
"135",135,-0.4252790578639
"136",136,-0.374336788243649
"137",137,-0.256578795782467
"138",138,-0.0927859856378532
"139",139,0.410014575789329
"140",140,1.24986495642077e-05
"141",141,-0.410426827961746
"142",142,0.744756201662543
"143",143,0.926205553592037
"144",144,-0.00997546914587133
"145",145,0.631386303326149
"146",146,0.288601783458343
"147",147,0.33402932468255
"148",148,-0.0520788096226248
"149",149,-0.0363075049005026
"150",150,0.803233675294468
"151",151,-0.109083088204134
"152",152,0.58810506494277
"153",153,-0.108312383875845
"154",154,-0.697523608150622
"155",155,-0.116139820284918
"156",156,-0.322132054833322
"157",157,-0.365644436502475
"158",158,-0.125247295256241
"159",159,-0.235710955495147
"160",160,-1.0235903585694
"161",161,0.237054682676618
"162",162,0.114751017665125
"163",163,-0.193681582704301
"164",164,0.421695105735584
"165",165,0.0929469195993597
"166",166,0.210235576483758
"167",167,-0.38687810518373
"168",168,-0.410597266534435
"169",169,-0.805144653518827
"170",170,0.191283476076691
"171",171,-0.680844731197244
"172",172,0.144599007031292
"173",173,-0.15765252187558
"174",174,-0.385199770897881
"175",175,-0.769179947452432
"176",176,-0.248058929126099
"177",177,0.250293737872962
"178",178,0.100931503285071
"179",179,-0.305874426612949
"180",180,-0.652406225374836
"181",181,-0.200867101337064
"182",182,-0.521206200117483
"183",183,-0.5234254921921
"184",184,-0.354128401935643
"185",185,0.436803394371989
"186",186,1.166116861978
"187",187,0.47666669130211
"188",188,-0.275423916892596
"189",189,0.337645395088696
"190",190,0.41361271185443
"191",191,0.128787902059944
"192",192,0.0356820959951918
"193",193,0.710855027303257
"194",194,0.203479261926223
"195",195,-0.12941692621709
"196",196,0.157212196457266
"197",197,0.516797265878918
"198",198,0.606392218959694
"199",199,0.184828659148433
"200",200,-0.0677145469110023
"201",201,-0.274156021031278
"202",202,-0.412334034323013
"203",203,0.0286680782833422
"204",204,0.824592258975979
"205",205,0.252752509717485
"206",206,-0.417378220740257
"207",207,0.227542159330081
"208",208,0.613044072930716
"209",209,-0.0799703156148546
"210",210,0.275401278481109
"211",211,0.625379536580194
"212",212,-0.260608430164073
"213",213,-0.492216938062253
"214",214,-0.608245495090419
"215",215,-0.11815791544252
"216",216,0.223886775313819
"217",217,-0.407987529174033
"218",218,0.21724362059479
"219",219,0.141331025570363
"220",220,-0.214900025733652
"221",221,0.405036545441238
"222",222,0.602886030518778
"223",223,-0.852142259460258
"224",224,-0.418960500678004
"225",225,0.53314314019725
"226",226,0.037702975323672
"227",227,-0.303775749060581
"228",228,0.385501291581736
"229",229,-0.54830478367828
"230",230,0.0310169095860111
"231",231,0.0779679871210597
"232",232,0.158045825828612
"233",233,0.40750578332122
"234",234,0.569754789819815
"235",235,0.174830172792905
"236",236,0.594378456417918
"237",237,-0.612440327761153
"238",238,0.552832763183535
"239",239,0.300005241195546
"240",240,0.416709596085365
"241",241,-0.336830738815106
"242",242,0.917647207151898
"243",243,-0.335885997689449
"244",244,-0.141663853609895
"245",245,-0.792950596901125
"246",246,0.585239827739787
"247",247,-0.280793286747265
"248",248,0.506700885195311
"249",249,0.435962468310095
"250",250,0.309916924875179
"251",251,0.14644587045947
"252",252,0.00472785636262429
"253",253,0.596518299129634
"254",254,0.970363234979818
"255",255,-0.775748382403982
"256",256,-0.0468132384443969
"257",257,-0.129885143304978
"258",258,0.647713540630107
"259",259,0.0563658423078373
"260",260,-0.299799067005591
"261",261,-0.0843872397438616
"262",262,-0.772631052247537
"263",263,-0.148853243281696
"264",264,0.960099650765233
"265",265,-1.0098324014771
"266",266,0.255562647513056
"267",267,-0.586693441703911
"268",268,0.594917663915393
"269",269,0.480223033475557
"270",270,-0.58549862160643
"271",271,0.29231612536481
"272",272,-0.569545116057327
"273",273,-0.331718422961305
"274",274,0.641303445376987
"275",275,1.03994266345064
"276",276,0.0275440621476157
"277",277,0.152930233187082
"278",278,-0.0431131029367968
"279",279,0.208376506963791
